millis;micros;d1;d2;accx;accy;accz;hgx;hgy;hgz;gyrox;gyroy;gyroz
68958;68960088;6411232;8265696;-0.048;1.052;-0.272;0.205;0.492;-0.1025;-1;-1;-1
68970;68971896;6411744;8265696;-0.06;1.036;-0.272;0.205;0.4305;-0.1435;-1;-1;-1
68980;68981720;6411232;8265696;-0.056;1.044;-0.268;0.1845;0.4305;-0.0205;-1;-1;-1
68990;68991608;6410720;8265696;-0.052;1.044;-0.268;0.246;0.3895;-0.0615;-1;-1;-1
69001;69001400;6411744;8265696;-0.06;1.048;-0.284;0.246;0.451;-0.123;-1;-1;-1
69011;69013152;6410720;8265696;-0.048;1.036;-0.272;0.2665;0.4305;-0.164;-1;-1;-1
69023;69025024;6411232;8265696;-0.056;1.052;-0.26;0.2255;0.492;-0.082;-1;-1;-1
69033;69034784;6411232;8265696;-0.06;1.04;-0.264;0.205;0.4305;-0.1435;-1;-1;-1
69044;69044592;6410720;8265696;-0.052;1.056;-0.264;0.246;0.451;-0.0615;-1;-1;-1
69054;69056376;6410720;8265696;-0.052;1.052;-0.256;0.1845;0.451;-0.082;-1;-1;-1
69066;69068160;6411744;8265696;-0.064;1.048;-0.276;0.1845;0.451;-0.082;-1;-1;-1
69076;69077856;6411744;8265696;-0.06;1.044;-0.264;0.2255;0.4305;-0.1025;-1;-1;-1
69087;69087544;6411744;8265696;-0.064;1.048;-0.26;0.2665;0.41;-0.164;-1;-1;-1
69097;69099288;6412256;8265696;-0.064;1.056;-0.288;0.1845;0.451;-0.123;-1;-1;-1
69109;69111096;6413280;8265696;-0.06;1.052;-0.272;0.205;0.451;-0.123;-1;-1;-1
69120;69120856;6411744;8265696;-0.052;1.044;-0.272;0.2255;0.4715;-0.1025;-1;-1;-1
69130;69130688;6412256;8265696;-0.052;1.044;-0.268;0.2665;0.4305;-0.082;-1;-1;-1
69140;69142480;6410208;8265696;-0.06;1.04;-0.252;0.246;0.41;0;-1;-1;-1
69152;69154296;6410720;8265696;-0.052;1.044;-0.272;0.2255;0.4305;-0.0615;-1;-1;-1
69163;69164160;6411744;8265696;-0.06;1.044;-0.264;0.2665;0.3895;-0.041;-1;-1;-1
69173;69173944;6411232;8265696;-0.052;1.036;-0.26;0.2665;0.4305;-0.1435;-1;-1;-1
69183;69183744;6412256;8265696;-0.048;1.056;-0.28;0.2255;0.451;-0.1025;-1;-1;-1
69193;69195488;6410208;8265696;-0.056;1.044;-0.268;0.2665;0.492;-0.082;-1;-1;-1
69206;69207328;6411744;8265696;-0.056;1.048;-0.268;0.205;0.451;-0.164;-1;-1;-1
69216;69217088;6410720;8265696;-0.056;1.052;-0.272;0.2255;0.492;-0.082;-1;-1;-1
69226;69226936;6411744;8265696;-0.06;1.052;-0.28;0.205;0.492;-0.123;-1;-1;-1
69236;69238688;6411744;8265696;-0.052;1.044;-0.264;0.2255;0.41;-0.082;-1;-1;-1
69249;69250464;6411744;8265696;-0.052;1.044;-0.26;0.246;0.41;-0.1435;-1;-1;-1
69261;69261528;6418400;8246240;-0.052;1.044;-0.284;0.1845;0.4715;-0.082;-1;-1;-1
69273;69273808;6412768;8246240;-0.052;1.04;-0.256;0.1845;0.4305;-0.0615;-1;-1;-1
69285;69286016;6410208;8246240;-0.06;1.044;-0.288;0.246;0.4715;-0.041;-1;-1;-1
69296;69296480;6409696;8246240;-0.048;1.048;-0.26;0.205;0.3895;-0.1025;-1;-1;-1
69308;69308720;6415328;8246240;-0.064;1.068;-0.292;0.287;0.451;-0.123;-1;-1;-1
69320;69320896;6413792;8246240;-0.048;1.036;-0.264;0.287;0.3895;-0.1435;-1;-1;-1
69332;69333104;6412256;8246240;-0.06;1.04;-0.272;0.2665;0.4715;-0.1435;-1;-1;-1
69343;69343576;6414304;8246240;-0.048;1.048;-0.256;0.1845;0.4715;-0.1025;-1;-1;-1
69355;69355824;6413792;8246240;-0.06;1.048;-0.272;0.1845;0.3895;-0.0615;-1;-1;-1
69367;69368016;6413280;8253408;-0.052;1.052;-0.264;0.246;0.4305;-0.123;-1;-1;-1
69378;69378440;6413280;8253408;-0.06;1.052;-0.272;0.246;0.492;-0.1845;-1;-1;-1
69390;69390704;6413792;8253408;-0.04;1.044;-0.268;0.2255;0.5125;-0.164;-1;-1;-1
69402;69402928;6412768;8253408;-0.056;1.064;-0.276;0.2665;0.4715;-0.123;-1;-1;-1
69414;69415096;6414304;8253408;-0.052;1.048;-0.276;0.164;0.492;-0.082;-1;-1;-1
69425;69425520;6412256;8253408;-0.048;1.056;-0.268;0.2665;0.4305;-0.0615;-1;-1;-1
69437;69437752;6411744;8253408;-0.064;1.044;-0.284;0.2255;0.451;-0.082;-1;-1;-1
69449;69450000;6407648;8253408;-0.06;1.048;-0.272;0.205;0.451;-0.0615;-1;-1;-1
69462;69462208;6412768;8257504;-0.048;1.044;-0.28;0.205;0.4305;-0.1025;-1;-1;-1
69474;69474416;6411232;8257504;-0.056;1.056;-0.264;0.3075;0.492;-0.1435;-1;-1;-1
69486;69487472;6412256;8257504;-0.056;1.048;-0.256;0.2255;0.4305;-0.1025;-1;-1;-1
69498;69499704;6412256;8257504;-0.052;1.052;-0.276;0.2665;0.451;-0.041;-1;-1;-1
69509;69509424;6411744;8257504;-0.048;1.036;-0.276;0.1435;0.533;-0.123;-1;-1;-1
69521;69521672;6413280;8257504;-0.068;1.048;-0.272;0.246;0.451;-0.1435;-1;-1;-1
69533;69533880;6412768;8257504;-0.052;1.056;-0.276;0.205;0.4305;-0.164;-1;-1;-1
69545;69546096;6413280;8257504;-0.052;1.048;-0.276;0.2665;0.492;-0.1845;-1;-1;-1
69556;69556560;6412256;8257504;-0.056;1.044;-0.264;0.123;0.4715;-0.0615;-1;-1;-1
69568;69568784;6415328;8259552;-0.064;1.044;-0.284;0.1435;0.4305;-0.164;-1;-1;-1
69580;69580984;6412256;8259552;-0.048;1.048;-0.272;0.2665;0.41;-0.1845;-1;-1;-1
69591;69591448;6410720;8259552;-0.052;1.04;-0.272;0.2665;0.451;-0.082;-1;-1;-1
69603;69603664;6407136;8259552;-0.056;1.044;-0.28;0.1845;0.451;-0.1025;-1;-1;-1
69615;69615848;6413792;8259552;-0.056;1.052;-0.276;0.1435;0.492;-0.0615;-1;-1;-1
69627;69628048;6414304;8259552;-0.052;1.06;-0.26;0.205;0.451;-0.041;-1;-1;-1
69638;69638512;6412768;8259552;-0.052;1.048;-0.288;0.205;0.451;-0.205;-1;-1;-1
69650;69650744;6412768;8259552;-0.06;1.06;-0.284;0.2255;0.5125;-0.0615;-1;-1;-1
69662;69662912;6409184;8260576;-0.06;1.044;-0.276;0.1845;0.451;-0.1435;-1;-1;-1
69675;69675104;6412768;8260576;-0.04;1.048;-0.272;0.205;0.3895;-0.0205;-1;-1;-1
69687;69687360;6412768;8260576;-0.052;1.044;-0.276;0.1435;0.5125;-0.082;-1;-1;-1
69699;69700408;6413792;8260576;-0.056;1.048;-0.272;0.2255;0.41;-0.1435;-1;-1;-1
69711;69712640;6416864;8260576;-0.052;1.04;-0.28;0.2665;0.3895;-0.082;-1;-1;-1
69722;69722256;6413280;8260576;-0.056;1.052;-0.26;0.2255;0.492;-0.1025;-1;-1;-1
69734;69734464;6412768;8260576;-0.048;1.052;-0.272;0.2255;0.3895;-0.1025;-1;-1;-1
69746;69747504;6411744;8260576;-0.068;1.044;-0.26;0.205;0.451;-0.123;-1;-1;-1
69758;69759688;6417376;8260576;-0.064;1.064;-0.28;0.205;0.4715;-0.0615;-1;-1;-1
69769;69769336;6413280;8261600;-0.06;1.056;-0.26;0.246;0.3895;-0.0615;-1;-1;-1
69781;69781592;6409184;8261600;-0.056;1.056;-0.288;0.2255;0.4305;-0.0205;-1;-1;-1
69793;69794680;6410208;8261600;-0.06;1.044;-0.272;0.205;0.451;-0.0205;-1;-1;-1
69804;69804320;6412256;8261600;-0.048;1.044;-0.264;0.2255;0.4305;-0.123;-1;-1;-1
69816;69816504;6405088;8261600;-0.064;1.048;-0.276;0.123;0.4715;-0.0615;-1;-1;-1
69828;69828712;6411744;8261600;-0.048;1.044;-0.26;0.1845;0.4305;-0.0205;-1;-1;-1
69840;69841752;6414304;8261600;-0.06;1.048;-0.268;0.2255;0.4305;-0.205;-1;-1;-1
69851;69851368;6411744;8261600;-0.036;1.04;-0.268;0.1845;0.41;-0.164;-1;-1;-1
69863;69863544;6414304;8261600;-0.056;1.072;-0.252;0.2255;0.451;-0.041;-1;-1;-1
69875;69875768;6411232;8262112;-0.06;1.048;-0.276;0.1845;0.451;-0.123;-1;-1;-1
69888;69888808;6413792;8262112;-0.048;1.044;-0.284;0.164;0.451;-0.164;-1;-1;-1
69900;69901032;6411232;8262112;-0.056;1.052;-0.268;0.246;0.492;-0.0615;-1;-1;-1
69912;69913216;6412768;8262112;-0.056;1.056;-0.284;0.2255;0.4305;0.041;-1;-1;-1
69924;69925464;6416352;8262112;-0.06;1.048;-0.288;0.1845;0.3895;-0.1435;-1;-1;-1
69935;69935920;6413792;8262112;-0.06;1.056;-0.284;0.2255;0.3895;-0.123;-1;-1;-1
69947;69948104;6412256;8262112;-0.056;1.072;-0.272;0.1845;0.5125;-0.1435;-1;-1;-1
69959;69960320;6413792;8262112;-0.052;1.06;-0.288;0.164;0.492;-0.1845;-1;-1;-1
69971;69972568;6414304;8261600;-0.048;1.036;-0.26;0.205;0.451;-0.082;-1;-1;-1
69982;69983032;6412768;8261600;-0.056;1.052;-0.272;0.1845;0.451;-0.123;-1;-1;-1
69994;69995240;6414304;8261600;-0.052;1.06;-0.288;0.205;0.41;-0.1025;-1;-1;-1
70006;70007432;6411232;8261600;-0.056;1.056;-0.276;0.287;0.451;-0.0205;-1;-1;-1
70017;70017904;6413792;8261600;-0.052;1.04;-0.236;0.3075;0.451;-0.1025;-1;-1;-1
70029;70030072;6413792;8261600;-0.06;1.036;-0.28;0.1435;0.574;-0.082;-1;-1;-1
70041;70042248;6413280;8261600;-0.064;1.044;-0.268;0.246;0.3895;-0.082;-1;-1;-1
70053;70054480;6411744;8261600;-0.052;1.048;-0.276;0.1435;0.5125;-0.0615;-1;-1;-1
70064;70064976;6416864;8261600;-0.068;1.06;-0.28;0.205;0.4715;-0.041;-1;-1;-1
70076;70077168;6406112;8262112;-0.076;1.056;-0.264;0.2255;0.451;-0.4305;-1;-1;-1
70088;70089352;6412768;8262112;-0.048;1.056;-0.276;0.2255;0.451;-0.082;-1;-1;-1
70100;70101552;6410720;8262112;-0.04;1.052;-0.268;0.205;0.451;-0.1025;-1;-1;-1
70111;70112024;6412256;8262112;-0.064;1.052;-0.296;0.1845;0.451;-0.082;-1;-1;-1
70123;70124224;6408160;8262112;-0.056;1.028;-0.284;0.246;0.5125;-0.1025;-1;-1;-1
70135;70136408;6414816;8262112;-0.064;1.052;-0.252;0.246;0.451;-0.0615;-1;-1;-1
70146;70146888;6412256;8262112;-0.052;1.048;-0.276;0.1435;0.4305;-0.1025;-1;-1;-1
70158;70159096;6414304;8262112;-0.056;1.044;-0.276;0.164;0.451;-0.123;-1;-1;-1
70170;70171312;6412768;8262624;-0.056;1.036;-0.272;0.41;0.4305;-0.123;-1;-1;-1
70182;70183544;6412256;8262624;-0.06;1.052;-0.276;0.164;0.4715;-0.123;-1;-1;-1
70193;70194016;6407648;8262624;-0.064;1.06;-0.284;0.246;0.451;-0.1435;-1;-1;-1
70205;70206192;6412768;8262624;-0.064;1.04;-0.276;0.2255;0.369;-0.082;-1;-1;-1
70217;70218400;6415328;8262624;-0.06;1.048;-0.268;0.3075;0.4715;-0.164;-1;-1;-1
70230;70230632;6413792;8262624;-0.048;1.04;-0.28;0.246;0.3895;-0.1435;-1;-1;-1
70242;70242848;6408672;8262624;-0.056;1.044;-0.28;0.164;0.3895;-0.0615;-1;-1;-1
70254;70255040;6414304;8262624;-0.06;1.048;-0.264;0.1845;0.6355;-0.123;-1;-1;-1
70266;70267256;6412768;8262624;-0.06;1.04;-0.272;0.1435;0.451;-0.041;-1;-1;-1
70277;70277744;6413280;8262112;-0.048;1.048;-0.26;0.246;0.451;0.041;-1;-1;-1
70289;70289944;6416352;8262112;-0.056;1.032;-0.26;0.2255;0.4715;-0.123;-1;-1;-1
70301;70302096;6412256;8262112;-0.052;1.04;-0.28;0.246;0.328;-0.082;-1;-1;-1
70313;70314296;6415840;8262112;-0.056;1.044;-0.26;0.1435;0.4305;-0.1435;-1;-1;-1
70324;70324744;6412768;8262112;-0.056;1.032;-0.268;0.2255;0.5125;-0.1025;-1;-1;-1
70336;70336936;6413280;8262112;-0.06;1.048;-0.256;0.246;0.4305;-0.123;-1;-1;-1
70348;70349184;6411744;8262112;-0.052;1.056;-0.276;0.3075;0.4305;-0.082;-1;-1;-1
70359;70359664;6406112;8262112;-0.048;1.044;-0.268;0.246;0.451;-0.1435;-1;-1;-1
70371;70372752;6408672;8262112;-0.064;1.06;-0.264;0.246;0.4305;-0.1435;-1;-1;-1
70383;70384072;6414304;8262112;-0.064;1.048;-0.272;0.246;0.4305;-0.1845;-1;-1;-1
70395;70396288;6412256;8262112;-0.056;1.052;-0.292;0.2665;0.451;-0.205;-1;-1;-1
70406;70406752;6412256;8262112;-0.064;1.052;-0.248;0.205;0.41;-0.164;-1;-1;-1
70418;70418984;6409696;8262112;-0.06;1.048;-0.272;0.164;0.4715;-0.1435;-1;-1;-1
70430;70431168;6404064;8262112;-0.056;1.04;-0.276;0.3075;0.41;-0.1025;-1;-1;-1
70443;70443368;6412256;8262112;-0.056;1.056;-0.276;0.164;0.4305;-0.123;-1;-1;-1
70455;70455632;6411232;8262112;-0.032;1.048;-0.276;0.2255;0.4305;-0.164;-1;-1;-1
70467;70467816;6410208;8262112;-0.06;1.056;-0.268;0.287;0.4715;-0.1435;-1;-1;-1
70479;70480008;6411232;8262112;-0.056;1.04;-0.268;0.205;0.533;-0.082;-1;-1;-1
70490;70490456;6412256;8262112;-0.04;1.048;-0.268;0.246;0.3895;-0.123;-1;-1;-1
70502;70502640;6413280;8262112;-0.068;1.036;-0.272;0.3485;0.4305;-0.082;-1;-1;-1
70514;70514808;6411744;8262112;-0.06;1.048;-0.26;0.205;0.451;-0.1435;-1;-1;-1
70526;70527856;6412768;8262112;-0.06;1.052;-0.268;0.2665;0.4305;-0.123;-1;-1;-1
70537;70537464;6406112;8262112;-0.064;1.048;-0.276;0.2665;0.4305;-0.1845;-1;-1;-1
70549;70549656;6414304;8262112;-0.072;1.056;-0.312;0.2255;0.451;-0.041;-1;-1;-1
70561;70561840;6414304;8262112;-0.044;1.04;-0.276;0.246;0.4305;-0.041;-1;-1;-1
70572;70572280;6414304;8262112;-0.064;1.056;-0.288;0.164;0.4715;-0.1025;-1;-1;-1
70584;70584512;6413280;8262112;-0.06;1.052;-0.268;0.246;0.6765;-0.041;-1;-1;-1
70596;70596672;6412768;8262112;-0.064;1.036;-0.272;0.205;0.3895;-0.123;-1;-1;-1
70608;70609736;6412256;8262112;-0.06;1.056;-0.264;0.1845;0.4715;-0.1845;-1;-1;-1
70619;70619336;6413792;8262112;-0.056;1.044;-0.276;0.1845;0.4305;-0.1435;-1;-1;-1
70631;70631544;6412768;8262112;-0.06;1.052;-0.284;0.0615;0.5125;-0.041;-1;-1;-1
70643;70644560;6412256;8262112;-0.048;1.036;-0.268;0.205;0.4715;-0.082;-1;-1;-1
70656;70656760;6411744;8262112;-0.064;1.056;-0.232;0.164;0.451;-0.1025;-1;-1;-1
70668;70668984;6413280;8262112;-0.08;1.064;-0.244;0.3075;0.4715;-0.2255;-1;-1;-1
70680;70681240;6407136;8262112;-0.056;1.048;-0.272;0.246;0.4305;-0.123;-1;-1;-1
70692;70693488;6411744;8262112;-0.044;1.04;-0.264;0.246;0.4715;-0.1025;-1;-1;-1
70703;70703960;6414304;8262112;-0.056;1.044;-0.284;0.164;0.4715;-0.1435;-1;-1;-1
70715;70716160;6412768;8262112;-0.064;1.056;-0.276;0.2255;0.41;-0.1025;-1;-1;-1
70727;70728360;6412256;8262112;-0.06;1.048;-0.268;0.1845;0.369;-0.1025;-1;-1;-1
70739;70740608;6410720;8262112;-0.064;1.056;-0.276;0.205;0.4715;0.041;-1;-1;-1
70750;70751048;6411744;8262112;-0.056;1.06;-0.28;0.205;0.492;-0.2255;-1;-1;-1
70762;70763192;6411744;8262112;-0.06;1.048;-0.26;0.1845;0.4715;-0.082;-1;-1;-1
70774;70775416;6412256;8262112;-0.052;1.036;-0.264;0.1845;0.4305;-0.1025;-1;-1;-1
70785;70785888;6412768;8261088;-0.064;1.044;-0.256;0.164;0.451;-0.1025;-1;-1;-1
70797;70798096;6412256;8261088;-0.048;1.048;-0.288;0.2255;0.4715;-0.082;-1;-1;-1
70809;70810272;6412256;8261088;-0.06;1.052;-0.26;0.2255;0.492;-0.164;-1;-1;-1
70821;70821952;6414816;8261088;-0.052;1.048;-0.252;0.1845;0.41;-0.164;-1;-1;-1
70832;70832384;6414816;8261088;-0.036;1.04;-0.268;0.246;0.369;-0.164;-1;-1;-1
70844;70844600;6414304;8261088;-0.048;1.044;-0.268;0.246;0.3895;-0.1435;-1;-1;-1
70856;70856776;6411232;8261088;-0.06;1.048;-0.264;0.246;0.4305;-0.2255;-1;-1;-1
70868;70869824;6412768;8261088;-0.048;1.064;-0.268;0.2665;0.451;-0.1845;-1;-1;-1
70879;70879432;6414304;8261088;-0.044;1.048;-0.276;0.1435;0.451;-0.1025;-1;-1;-1
70891;70891640;6414304;8261600;-0.052;1.024;-0.272;0.246;0.492;-0.082;-1;-1;-1
70903;70903856;6412768;8261600;-0.048;1.04;-0.268;0.246;0.451;-0.2255;-1;-1;-1
70914;70914352;6403040;8261600;-0.056;1.052;-0.288;0.205;0.4715;-0.1435;-1;-1;-1
70926;70926536;6414816;8261600;-0.052;1.048;-0.26;0.328;0.4715;-0.1025;-1;-1;-1
70938;70938912;6410208;8261600;-0.052;1.056;-0.268;0.205;0.533;-0.1845;-1;-1;-1
70950;70951112;6411232;8261600;-0.064;1.06;-0.268;0.1845;0.451;-0.1025;-1;-1;-1
70961;70961552;6411744;8261600;-0.056;1.052;-0.28;0.246;0.451;-0.123;-1;-1;-1
70973;70973792;6407648;8261600;-0.052;1.048;-0.256;0.205;0.5125;-0.164;-1;-1;-1
70985;70985984;6411232;8261088;-0.056;1.056;-0.268;0.1845;0.4305;-0.041;-1;-1;-1
70998;70998192;6412768;8261088;-0.06;1.048;-0.264;0.205;0.451;-0.082;-1;-1;-1
71010;71010416;6412768;8261088;-0.06;1.056;-0.268;0.2255;0.4305;-0.1845;-1;-1;-1
71022;71022976;6412256;8261088;-0.044;1.048;-0.28;0.1845;0.4715;-0.246;-1;-1;-1
71034;71035208;6408160;8261088;-0.052;1.048;-0.252;0.2255;0.4715;-0.1435;-1;-1;-1
71045;71045648;6415840;8261088;-0.06;1.048;-0.26;0.2255;0.451;-0.082;-1;-1;-1
71057;71057848;6411744;8261088;-0.048;1.04;-0.284;0.205;0.4715;-0.1435;-1;-1;-1
71069;71070056;6411744;8261088;-0.052;1.056;-0.272;0.205;0.3895;-0.123;-1;-1;-1
71081;71082224;6409696;8261088;-0.056;1.04;-0.268;0.2255;0.451;-0.041;-1;-1;-1
71092;71092680;6410720;8261088;-0.06;1.044;-0.288;0.246;0.451;-0.082;-1;-1;-1
71104;71104912;6410208;8261088;-0.06;1.052;-0.268;0.164;0.492;-0.0615;-1;-1;-1
71116;71117104;6412768;8261088;-0.044;1.052;-0.252;0.2665;0.4305;-0.082;-1;-1;-1
71127;71127568;6415840;8261088;-0.04;1.04;-0.268;0.205;0.4305;-0.123;-1;-1;-1
71139;71139776;6414816;8261088;-0.06;1.052;-0.268;0.205;0.41;-0.082;-1;-1;-1
71151;71152000;6411232;8261088;-0.056;1.044;-0.26;0.1845;0.451;-0.205;-1;-1;-1
71163;71164248;6413792;8261088;-0.06;1.04;-0.264;0.164;0.4715;-0.0615;-1;-1;-1
71174;71174680;6409184;8261088;-0.06;1.044;-0.272;0.205;0.4305;-0.123;-1;-1;-1
71186;71187712;6413280;8261088;-0.056;1.048;-0.264;0.287;0.492;-0.164;-1;-1;-1
71198;71199392;6416864;8261088;-0.052;1.044;-0.268;0.2255;0.41;-0.123;-1;-1;-1
71211;71211632;6413792;8261088;-0.06;1.044;-0.268;0.205;0.41;-0.1025;-1;-1;-1
71223;71223936;6414304;8261088;-0.048;1.048;-0.284;0.2665;0.369;-0.1435;-1;-1;-1
71235;71236184;6412768;8261088;-0.068;1.056;-0.264;0.205;0.4715;-0.123;-1;-1;-1
71247;71248360;6409184;8261088;-0.044;1.048;-0.272;0.205;0.4305;0;-1;-1;-1
71258;71258792;6413280;8261088;-0.048;1.04;-0.268;0.205;0.4715;-0.123;-1;-1;-1
71270;71271016;6411232;8261088;-0.06;1.04;-0.248;0.123;0.533;-0.164;-1;-1;-1
71282;71283256;6413280;8261088;-0.056;1.044;-0.26;0.246;0.4305;0.1025;-1;-1;-1
71294;71295464;6406624;8261088;-0.052;1.036;-0.276;0.1845;0.4715;-0.123;-1;-1;-1
71305;71305368;6411744;8261088;-0.064;1.04;-0.252;0.1025;0.5125;-0.1025;-1;-1;-1
71317;71317624;6411744;8261088;-0.064;1.048;-0.28;0.205;0.4305;-0.082;-1;-1;-1
71329;71329872;6412256;8261088;-0.052;1.064;-0.268;0.2255;0.3895;-0.0205;-1;-1;-1
71340;71340344;6413792;8261088;-0.048;1.036;-0.268;0.205;0.451;-0.1845;-1;-1;-1
71352;71352504;6411232;8261088;-0.06;1.04;-0.276;0.1025;0.5125;-0.0615;-1;-1;-1
71364;71364696;6413280;8261088;-0.048;1.048;-0.272;0.1845;0.369;-0.123;-1;-1;-1
71376;71377736;6406624;8261088;-0.06;1.048;-0.24;0.2255;0.451;-0.2255;-1;-1;-1
71387;71387312;6412768;8261088;-0.06;1.044;-0.276;0.164;0.369;-0.041;-1;-1;-1
71399;71399544;6413280;8260576;-0.052;1.044;-0.268;0.205;0.451;-0.123;-1;-1;-1
71411;71412552;6413280;8260576;-0.056;1.06;-0.276;0.246;0.492;-0.1435;-1;-1;-1
71424;71424736;6410208;8260576;-0.06;1.044;-0.264;0.2255;0.3895;-0.0615;-1;-1;-1
71436;71436952;6414304;8260576;-0.056;1.052;-0.272;0.2665;0.3485;-0.123;-1;-1;-1
71448;71449112;6414304;8260576;-0.052;1.056;-0.256;0.246;0.492;-0.1435;-1;-1;-1
71460;71461320;6412256;8260576;-0.06;1.032;-0.248;0.0615;0.533;0;-1;-1;-1
71471;71471776;6413792;8260576;-0.036;1.04;-0.276;0.205;0.4715;-0.1435;-1;-1;-1
71483;71484008;6414816;8260576;-0.064;1.06;-0.284;0.2255;0.41;-0.1025;-1;-1;-1
71495;71496200;6408160;8261088;-0.056;1.04;-0.264;0.2665;0.3895;-0.123;-1;-1;-1
71507;71508496;6414304;8261088;-0.068;1.044;-0.284;0.246;0.3485;-0.1435;-1;-1;-1
71518;71518960;6407648;8261088;-0.048;1.036;-0.264;0.205;0.451;-0.1435;-1;-1;-1
71530;71531136;6414304;8261088;-0.064;1.064;-0.28;0.2255;0.492;-0.082;-1;-1;-1
71542;71543336;6414816;8261088;-0.064;1.048;-0.264;0.123;0.5125;-0.041;-1;-1;-1
71553;71553800;6414816;8261088;-0.048;1.036;-0.26;0.205;0.4715;-0.1435;-1;-1;-1
71565;71565968;6414304;8261088;-0.064;1.048;-0.292;0.205;0.451;-0.1845;-1;-1;-1
71577;71578168;6413792;8261088;-0.052;1.048;-0.268;0.246;0.451;-0.1025;-1;-1;-1
71589;71590384;6414304;8261088;-0.064;1.04;-0.264;0.205;0.4305;-0.041;-1;-1;-1
71600;71600904;6416352;8260576;-0.064;1.052;-0.256;0.1845;0.41;-0.164;-1;-1;-1
71612;71613120;6412768;8260576;-0.06;1.048;-0.288;0.1845;0.4305;-0.082;-1;-1;-1
71624;71625304;6412256;8260576;-0.056;1.044;-0.272;0.2255;0.41;-0.1025;-1;-1;-1
71636;71637512;6413792;8260576;-0.052;1.044;-0.268;0.2665;0.3895;-0.123;-1;-1;-1
71647;71647968;6410720;8260576;-0.064;1.048;-0.288;0.246;0.41;-0.1025;-1;-1;-1
71659;71660176;6411744;8260576;-0.06;1.064;-0.272;0.1435;0.4305;-0.1435;-1;-1;-1
71671;71672416;6416352;8260576;-0.056;1.072;-0.244;0.2255;0.4715;-0.041;-1;-1;-1
71682;71682848;6409696;8260576;-0.052;1.04;-0.24;0.287;0.451;-0.1025;-1;-1;-1
71694;71695928;6414816;8260576;-0.052;1.036;-0.28;0.2255;0.3895;-0.082;-1;-1;-1
71706;71707288;6414304;8260576;-0.052;1.04;-0.26;0.246;0.492;-0.0615;-1;-1;-1
71718;71719528;6413280;8260576;-0.056;1.056;-0.284;0.246;0.451;-0.1435;-1;-1;-1
71729;71729984;6416864;8260576;-0.06;1.044;-0.28;0.287;0.41;-0.164;-1;-1;-1
71741;71742184;6416352;8260576;-0.052;1.04;-0.276;0.246;0.4305;-0.1025;-1;-1;-1
71753;71754376;6412768;8260576;-0.056;1.04;-0.276;0.2255;0.3895;-0.123;-1;-1;-1
71766;71766624;6414304;8260576;-0.048;1.036;-0.272;0.2665;0.4715;-0.1025;-1;-1;-1
71778;71778824;6413280;8260576;-0.052;1.048;-0.264;0.1435;0.533;-0.1025;-1;-1;-1
71790;71791024;6413280;8260576;-0.06;1.06;-0.276;0.205;0.533;-0.123;-1;-1;-1
71802;71803272;6412256;8260576;-0.064;1.048;-0.268;0.164;0.492;-0.123;-1;-1;-1
71813;71813712;6411744;8260576;-0.06;1.052;-0.272;0.2255;0.4715;-0.0205;-1;-1;-1
71825;71825896;6412256;8260576;-0.048;1.04;-0.276;0.246;0.41;-0.1435;-1;-1;-1
71837;71838112;6412768;8260576;-0.056;1.052;-0.268;0.164;0.451;-0.164;-1;-1;-1
71849;71850328;6408160;8260576;-0.06;1.056;-0.232;0.2665;0.41;-0.123;-1;-1;-1
71860;71860800;6409696;8260576;-0.048;1.044;-0.272;0.2665;0.41;-0.082;-1;-1;-1
71872;71872984;6410720;8260576;-0.056;1.068;-0.272;0.2255;0.451;-0.1025;-1;-1;-1
71884;71885192;6415840;8260576;-0.056;1.048;-0.276;0.3895;0.451;-0.246;-1;-1;-1
71895;71895616;6412768;8260576;-0.06;1.052;-0.284;0.246;0.451;-0.164;-1;-1;-1
71907;71907840;6413792;8260064;-0.052;1.044;-0.284;0.3075;0.4305;-0.1435;-1;-1;-1
71919;71920024;6411232;8260064;-0.04;1.044;-0.264;0.2255;0.492;-0.041;-1;-1;-1
71931;71932224;6412768;8260064;-0.052;1.052;-0.268;0.1845;0.451;-0.1435;-1;-1;-1
71942;71942664;6411744;8260064;-0.048;1.036;-0.264;0.2255;0.451;-0.1435;-1;-1;-1
71954;71954848;6415328;8260064;-0.056;1.044;-0.276;0.205;0.41;-0.164;-1;-1;-1
71966;71967080;6412256;8260064;-0.056;1.072;-0.252;0.205;0.492;-0.164;-1;-1;-1
71979;71979248;6408160;8260064;-0.068;1.044;-0.272;0.287;0.4715;-0.082;-1;-1;-1
71991;71991440;6412256;8260064;-0.076;1.06;-0.268;0.246;0.3895;-0.164;-1;-1;-1
72003;72003672;6415328;8259552;-0.052;1.044;-0.268;0.287;0.41;-0.164;-1;-1;-1
72015;72015928;6412256;8259552;-0.068;1.048;-0.276;0.0615;0.492;-0.0615;-1;-1;-1
72026;72026392;6412256;8259552;-0.048;1.056;-0.26;0.164;0.4715;-0.1435;-1;-1;-1
72038;72038544;6414304;8259552;-0.06;1.044;-0.28;0.41;0.533;-0.1025;-1;-1;-1
72050;72051576;6412256;8259552;-0.056;1.04;-0.268;0.1845;0.4715;-0.1025;-1;-1;-1
72062;72063752;6407136;8259552;-0.056;1.044;-0.272;0.1845;0.533;-0.123;-1;-1;-1
